VIGENCIA,CODIGO DANE,MUNICIPIOS,USUARIOS,Valor
2014,41872, VILLAVIEJA,Industrial Riego Autoconsumo y Alumbrado Publico,23
2014,41885,Yaguara,Industrial Riego Autoconsumo y Alumbrado Publico,28
2013,41001, NEIVA,Industrial Riego Autoconsumo y Alumbrado Publico,443
2013,41006, ACEVEDO,Industrial Riego Autoconsumo y Alumbrado Publico,8
2013,41013, AGRADO,Industrial Riego Autoconsumo y Alumbrado Publico,25
2013,41016, AIPE,Industrial Riego Autoconsumo y Alumbrado Publico,58
2013,41020, ALGECIRAS,Industrial Riego Autoconsumo y Alumbrado Publico,29
2013,41026, ALTAMIRA,Industrial Riego Autoconsumo y Alumbrado Publico,19
2013,41078, BARAYA,Industrial Riego Autoconsumo y Alumbrado Publico,14
2013,41132, CAMPOALEGRE,Industrial Riego Autoconsumo y Alumbrado Publico,46
2013,41206, COLOMBIA,Industrial Riego Autoconsumo y Alumbrado Publico,11
2013,41244, EL PITAL,Industrial Riego Autoconsumo y Alumbrado Publico,29
2013,41298,Elias,Industrial Riego Autoconsumo y Alumbrado Publico,6
2013,41306,Garzon,Industrial Riego Autoconsumo y Alumbrado Publico,122
2013,41319, GIGANTE,Industrial Riego Autoconsumo y Alumbrado Publico,37
2013,41349, GUADALUPE,Industrial Riego Autoconsumo y Alumbrado Publico,27
2013,41357, HOBO,Industrial Riego Autoconsumo y Alumbrado Publico,18
2013,41359, IQUIRA,Industrial Riego Autoconsumo y Alumbrado Publico,34
2013,41378, ISNOS,Industrial Riego Autoconsumo y Alumbrado Publico,8
2013,41396, LA ARGENTINA,Industrial Riego Autoconsumo y Alumbrado Publico,18
2013,41483, LA PLATA,Industrial Riego Autoconsumo y Alumbrado Publico,103
2013,41503,Nataga,Industrial Riego Autoconsumo y Alumbrado Publico,12
2013,41518, OPORAPA,Industrial Riego Autoconsumo y Alumbrado Publico,6
2013,41524, PAICOL,Industrial Riego Autoconsumo y Alumbrado Publico,14
2013,41530, PALERMO,Industrial Riego Autoconsumo y Alumbrado Publico,154
2013,41548, PALESTINA,Industrial Riego Autoconsumo y Alumbrado Publico,10
2013,41551, PITALITO,Industrial Riego Autoconsumo y Alumbrado Publico,102
2013,41615, RIVERA,Industrial Riego Autoconsumo y Alumbrado Publico,77
2013,41660,Saladoblanco,Industrial Riego Autoconsumo y Alumbrado Publico,3
2013,41668,San Agustin,Industrial Riego Autoconsumo y Alumbrado Publico,9
2013,41676,Santa Maria,Industrial Riego Autoconsumo y Alumbrado Publico,24
2013,41770, SUAZA,Industrial Riego Autoconsumo y Alumbrado Publico,17
2013,41791, TARQUI,Industrial Riego Autoconsumo y Alumbrado Publico,37
2013,41799, TELLO,Industrial Riego Autoconsumo y Alumbrado Publico,24
2013,41801, TERUEL,Industrial Riego Autoconsumo y Alumbrado Publico,15
2013,41797, TESALIA,Industrial Riego Autoconsumo y Alumbrado Publico,36
2013,41807,Timana,Industrial Riego Autoconsumo y Alumbrado Publico,17
2013,41872, VILLAVIEJA,Industrial Riego Autoconsumo y Alumbrado Publico,24
2013,41885,Yaguara,Industrial Riego Autoconsumo y Alumbrado Publico,28
2018,41001,Neiva,Areas Comunes Provisionales Bombeo y Especial,1061
2018,41006,Acevedo,Areas Comunes Provisionales Bombeo y Especial,45
2018,41013,Agrado,Areas Comunes Provisionales Bombeo y Especial,12
2018,41016,Aipe,Areas Comunes Provisionales Bombeo y Especial,25
2018,41020,Algeciras,Areas Comunes Provisionales Bombeo y Especial,21
2018,41026,Altamira,Areas Comunes Provisionales Bombeo y Especial,2
2018,41078,Baraya,Areas Comunes Provisionales Bombeo y Especial,4
2018,41132,Campoalegre,Areas Comunes Provisionales Bombeo y Especial,24
2018,41206,Colombia,Areas Comunes Provisionales Bombeo y Especial,7
2018,41244,Elias,Areas Comunes Provisionales Bombeo y Especial,8
2018,41298,Garzon,Areas Comunes Provisionales Bombeo y Especial,74
2018,41306,Gigante,Areas Comunes Provisionales Bombeo y Especial,28
2018,41319,Guadalupe,Areas Comunes Provisionales Bombeo y Especial,9
2018,41349,Hobo,Areas Comunes Provisionales Bombeo y Especial,7
2018,41357,Iquira,Areas Comunes Provisionales Bombeo y Especial,20
2018,41359,Isnos,Areas Comunes Provisionales Bombeo y Especial,52
2018,41378,La Argentina,Areas Comunes Provisionales Bombeo y Especial,11
2018,41396,La Plata,Areas Comunes Provisionales Bombeo y Especial,55
2018,41483,Nataga,Areas Comunes Provisionales Bombeo y Especial,6
2018,41503,Oporapa,Areas Comunes Provisionales Bombeo y Especial,14
2018,41518,Paicol,Areas Comunes Provisionales Bombeo y Especial,10
2018,41524,Palermo,Areas Comunes Provisionales Bombeo y Especial,88
2018,41530,Palestina,Areas Comunes Provisionales Bombeo y Especial,48
2018,41548,Pital,Areas Comunes Provisionales Bombeo y Especial,16
2018,41551,Pitalito,Areas Comunes Provisionales Bombeo y Especial,254
2018,41615,Rivera,Areas Comunes Provisionales Bombeo y Especial,75
2018,41660,Saladoblanco,Areas Comunes Provisionales Bombeo y Especial,18
2018,41668,San Agustin,Areas Comunes Provisionales Bombeo y Especial,72
2018,41676,Santa Maria,Areas Comunes Provisionales Bombeo y Especial,13
2018,41770,Suaza,Areas Comunes Provisionales Bombeo y Especial,8
2018,41791,Tarqui,Areas Comunes Provisionales Bombeo y Especial,16
2018,41799,Tello,Areas Comunes Provisionales Bombeo y Especial,18
2018,41801,Teruel,Areas Comunes Provisionales Bombeo y Especial,5
2018,41797,Tesalia,Areas Comunes Provisionales Bombeo y Especial,10
2018,41807,Timana,Areas Comunes Provisionales Bombeo y Especial,37
2018,41872,Villavieja,Areas Comunes Provisionales Bombeo y Especial,21
2018,41885,Yaguara,Areas Comunes Provisionales Bombeo y Especial,24
2017,41001,Neiva,Areas Comunes Provisionales Bombeo y Especial,1035
2017,41006,Acevedo,Areas Comunes Provisionales Bombeo y Especial,44
2017,41013,Agrado,Areas Comunes Provisionales Bombeo y Especial,12
2017,41016,Aipe,Areas Comunes Provisionales Bombeo y Especial,22
2017,41020,Algeciras,Areas Comunes Provisionales Bombeo y Especial,21
2017,41026,Altamira,Areas Comunes Provisionales Bombeo y Especial,2
2017,41078,Baraya,Areas Comunes Provisionales Bombeo y Especial,2
2017,41132,Campoalegre,Areas Comunes Provisionales Bombeo y Especial,19
2017,41206,Colombia,Areas Comunes Provisionales Bombeo y Especial,7
2017,41548,El Pital,Areas Comunes Provisionales Bombeo y Especial,16
2017,41244,Elias,Areas Comunes Provisionales Bombeo y Especial,9
2017,41298,Garzon,Areas Comunes Provisionales Bombeo y Especial,69
2017,41306,Gigante,Areas Comunes Provisionales Bombeo y Especial,28
2017,41319,Guadalupe,Areas Comunes Provisionales Bombeo y Especial,10
2017,41349,Hobo,Areas Comunes Provisionales Bombeo y Especial,8
2017,41357,Iquira,Areas Comunes Provisionales Bombeo y Especial,18
2017,41359,Isnos,Areas Comunes Provisionales Bombeo y Especial,53
2017,41378,La Argentina,Areas Comunes Provisionales Bombeo y Especial,10
2017,41396,La Plata,Areas Comunes Provisionales Bombeo y Especial,57
2017,41483,Nataga,Areas Comunes Provisionales Bombeo y Especial,6
2017,41503,Oporapa,Areas Comunes Provisionales Bombeo y Especial,13
2017,41518,Paicol,Areas Comunes Provisionales Bombeo y Especial,10
2017,41524,Palermo,Areas Comunes Provisionales Bombeo y Especial,83
2017,41530,Palestina,Areas Comunes Provisionales Bombeo y Especial,47
2017,41551,Pitalito,Areas Comunes Provisionales Bombeo y Especial,255
2017,41615,Rivera,Areas Comunes Provisionales Bombeo y Especial,68
2017,41660,Saladoblanco,Areas Comunes Provisionales Bombeo y Especial,18
2017,41668,San Agustin,Areas Comunes Provisionales Bombeo y Especial,73
2017,41676,Santa Maria,Areas Comunes Provisionales Bombeo y Especial,14
2017,41770,Suaza,Areas Comunes Provisionales Bombeo y Especial,8
2017,41791,Tarqui,Areas Comunes Provisionales Bombeo y Especial,16
2017,41799,Tello,Areas Comunes Provisionales Bombeo y Especial,17
2017,41801,Teruel,Areas Comunes Provisionales Bombeo y Especial,4
2017,41797,Tesalia,Areas Comunes Provisionales Bombeo y Especial,9
2017,41807,Timana,Areas Comunes Provisionales Bombeo y Especial,38
2017,41872,Villavieja,Areas Comunes Provisionales Bombeo y Especial,20
2017,41885,Yaguara,Areas Comunes Provisionales Bombeo y Especial,24
2016,41001,Neiva,Areas Comunes Provisionales Bombeo y Especial,744
2016,41006,Acevedo,Areas Comunes Provisionales Bombeo y Especial,43
2016,41013,Agrado,Areas Comunes Provisionales Bombeo y Especial,12
2016,41016,Aipe,Areas Comunes Provisionales Bombeo y Especial,21
2016,41020,Algeciras,Areas Comunes Provisionales Bombeo y Especial,21
2016,41026,Altamira,Areas Comunes Provisionales Bombeo y Especial,3
2016,41078,Baraya,Areas Comunes Provisionales Bombeo y Especial,3
2016,41132,Campoalegre,Areas Comunes Provisionales Bombeo y Especial,21
2016,41206,Colombia,Areas Comunes Provisionales Bombeo y Especial,8
2016,41244,Elias,Areas Comunes Provisionales Bombeo y Especial,5
2016,41298,Garzon,Areas Comunes Provisionales Bombeo y Especial,70
2016,41306,Gigante,Areas Comunes Provisionales Bombeo y Especial,27
2016,41319,Guadalupe,Areas Comunes Provisionales Bombeo y Especial,10
2016,41349,Hobo,Areas Comunes Provisionales Bombeo y Especial,8
2016,41357,Iquira,Areas Comunes Provisionales Bombeo y Especial,17
2016,41359,Isnos,Areas Comunes Provisionales Bombeo y Especial,49
2016,41378,La Argentina,Areas Comunes Provisionales Bombeo y Especial,10
2016,41396,La Plata,Areas Comunes Provisionales Bombeo y Especial,57
2016,41483,Nataga,Areas Comunes Provisionales Bombeo y Especial,6
2016,41503,Oporapa,Areas Comunes Provisionales Bombeo y Especial,13
2016,41518,Paicol,Areas Comunes Provisionales Bombeo y Especial,9
2016,41524,Palermo,Areas Comunes Provisionales Bombeo y Especial,58
2016,41530,Palestina,Areas Comunes Provisionales Bombeo y Especial,46
2016,41548,Pital,Areas Comunes Provisionales Bombeo y Especial,15
2016,41551,Pitalito,Areas Comunes Provisionales Bombeo y Especial,226
2016,41615,Rivera,Areas Comunes Provisionales Bombeo y Especial,44
2016,41660,Saladoblanco,Areas Comunes Provisionales Bombeo y Especial,18
2016,41668,San Agustin,Areas Comunes Provisionales Bombeo y Especial,71
2016,41676,Santa Maria,Areas Comunes Provisionales Bombeo y Especial,14
2016,41770,Suaza,Areas Comunes Provisionales Bombeo y Especial,8
2016,41791,Tarqui,Areas Comunes Provisionales Bombeo y Especial,14
2016,41799,Tello,Areas Comunes Provisionales Bombeo y Especial,16
2016,41801,Teruel,Areas Comunes Provisionales Bombeo y Especial,4
2016,41797,Tesalia,Areas Comunes Provisionales Bombeo y Especial,9
2016,41807,Timana,Areas Comunes Provisionales Bombeo y Especial,34
2016,41872,Villavieja,Areas Comunes Provisionales Bombeo y Especial,18
2016,41885,Yaguara,Areas Comunes Provisionales Bombeo y Especial,23
2015,41001,Neiva,Areas Comunes Provisionales Bombeo y Especial,140
2015,41006,Acevedo,Areas Comunes Provisionales Bombeo y Especial,2
2015,41013,Agrado,Areas Comunes Provisionales Bombeo y Especial,2
2015,41016,Aipe,Areas Comunes Provisionales Bombeo y Especial,9
2015,41020,Algeciras,Areas Comunes Provisionales Bombeo y Especial,3
2015,41026,Altamira,Areas Comunes Provisionales Bombeo y Especial,0
2015,41078,Baraya,Areas Comunes Provisionales Bombeo y Especial,0
2015,41132,Campoalegre,Areas Comunes Provisionales Bombeo y Especial,2
2015,41206,Colombia,Areas Comunes Provisionales Bombeo y Especial,3
2015,41244,Elias,Areas Comunes Provisionales Bombeo y Especial,0
2015,41298,Garzon,Areas Comunes Provisionales Bombeo y Especial,3
2015,41306,Gigante,Areas Comunes Provisionales Bombeo y Especial,2
2015,41319,Guadalupe,Areas Comunes Provisionales Bombeo y Especial,0
2015,41349,Hobo,Areas Comunes Provisionales Bombeo y Especial,2
2015,41357,Iquira,Areas Comunes Provisionales Bombeo y Especial,3
2015,41359,Isnos,Areas Comunes Provisionales Bombeo y Especial,0
2015,41378,La Argentina,Areas Comunes Provisionales Bombeo y Especial,3
2015,41396,La Plata,Areas Comunes Provisionales Bombeo y Especial,1
2015,41483,Nataga,Areas Comunes Provisionales Bombeo y Especial,1
2015,41503,Oporapa,Areas Comunes Provisionales Bombeo y Especial,0
2015,41518,Paicol,Areas Comunes Provisionales Bombeo y Especial,1
2015,41524,Palermo,Areas Comunes Provisionales Bombeo y Especial,1
2015,41530,Palestina,Areas Comunes Provisionales Bombeo y Especial,22
2015,41548,Pital,Areas Comunes Provisionales Bombeo y Especial,0
2015,41551,Pitalito,Areas Comunes Provisionales Bombeo y Especial,23
2015,41615,Rivera,Areas Comunes Provisionales Bombeo y Especial,12
2015,41660,Saladoblanco,Areas Comunes Provisionales Bombeo y Especial,0
2015,41668,San Agustin,Areas Comunes Provisionales Bombeo y Especial,2
2015,41676,Santa Maria,Areas Comunes Provisionales Bombeo y Especial,2
2015,41770,Suaza,Areas Comunes Provisionales Bombeo y Especial,2
2015,41791,Tarqui,Areas Comunes Provisionales Bombeo y Especial,2
2015,41799,Tello,Areas Comunes Provisionales Bombeo y Especial,3
2015,41801,Teruel,Areas Comunes Provisionales Bombeo y Especial,0
2015,41797,Tesalia,Areas Comunes Provisionales Bombeo y Especial,0
2015,41807,Timana,Areas Comunes Provisionales Bombeo y Especial,2
2015,41872,Villavieja,Areas Comunes Provisionales Bombeo y Especial,10
2015,41885,Yaguara,Areas Comunes Provisionales Bombeo y Especial,4
2014,41001, NEIVA,Areas Comunes Provisionales Bombeo y Especial,652
2014,41006, ACEVEDO,Areas Comunes Provisionales Bombeo y Especial,33
2014,41013, AGRADO,Areas Comunes Provisionales Bombeo y Especial,12
2014,41016, AIPE,Areas Comunes Provisionales Bombeo y Especial,22
2014,41020, ALGECIRAS,Areas Comunes Provisionales Bombeo y Especial,21
2014,41026, ALTAMIRA,Areas Comunes Provisionales Bombeo y Especial,3
2014,41078, BARAYA,Areas Comunes Provisionales Bombeo y Especial,2
2014,41132, CAMPOALEGRE,Areas Comunes Provisionales Bombeo y Especial,16
2014,41206, COLOMBIA,Areas Comunes Provisionales Bombeo y Especial,8
2014,41244,Elias,Areas Comunes Provisionales Bombeo y Especial,7
2014,41298,Garzon,Areas Comunes Provisionales Bombeo y Especial,71
2014,41306, GIGANTE,Areas Comunes Provisionales Bombeo y Especial,25
2014,41319, GUADALUPE,Areas Comunes Provisionales Bombeo y Especial,9
2014,41349, HOBO,Areas Comunes Provisionales Bombeo y Especial,10
2014,41357, IQUIRA,Areas Comunes Provisionales Bombeo y Especial,17
2014,41359, ISNOS,Areas Comunes Provisionales Bombeo y Especial,45
2014,41378, LA ARGENTINA,Areas Comunes Provisionales Bombeo y Especial,9
2014,41396, LA PLATA,Areas Comunes Provisionales Bombeo y Especial,54
2014,41483,Nataga,Areas Comunes Provisionales Bombeo y Especial,6
2014,41503, OPORAPA,Areas Comunes Provisionales Bombeo y Especial,11
2014,41518, PAICOL,Areas Comunes Provisionales Bombeo y Especial,6
2014,41524, PALERMO,Areas Comunes Provisionales Bombeo y Especial,36
2014,41530, PALESTINA,Areas Comunes Provisionales Bombeo y Especial,46
2014,41548,Pital,Areas Comunes Provisionales Bombeo y Especial,15
2014,41551, PITALITO,Areas Comunes Provisionales Bombeo y Especial,194
2014,41615, RIVERA,Areas Comunes Provisionales Bombeo y Especial,36
2014,41660,Saladoblanco,Areas Comunes Provisionales Bombeo y Especial,17
2014,41668,San Agustin,Areas Comunes Provisionales Bombeo y Especial,64
2014,41676,Santa Maria,Areas Comunes Provisionales Bombeo y Especial,12
2014,41770, SUAZA,Areas Comunes Provisionales Bombeo y Especial,6
2014,41791, TARQUI,Areas Comunes Provisionales Bombeo y Especial,13
2014,41799, TELLO,Areas Comunes Provisionales Bombeo y Especial,17
2014,41801, TERUEL,Areas Comunes Provisionales Bombeo y Especial,4
2014,41797, TESALIA,Areas Comunes Provisionales Bombeo y Especial,8
2014,41807,Timana,Areas Comunes Provisionales Bombeo y Especial,40
2014,41872, VILLAVIEJA,Areas Comunes Provisionales Bombeo y Especial,20
2014,41885,Yaguara,Areas Comunes Provisionales Bombeo y Especial,23
2013,41001, NEIVA,Areas Comunes Provisionales Bombeo y Especial,627
2013,41006, ACEVEDO,Areas Comunes Provisionales Bombeo y Especial,32
2013,41013, AGRADO,Areas Comunes Provisionales Bombeo y Especial,12
2013,41016, AIPE,Areas Comunes Provisionales Bombeo y Especial,23
2013,41020, ALGECIRAS,Areas Comunes Provisionales Bombeo y Especial,18
2013,41026, ALTAMIRA,Areas Comunes Provisionales Bombeo y Especial,3
2013,41078, BARAYA,Areas Comunes Provisionales Bombeo y Especial,3
2013,41132, CAMPOALEGRE,Areas Comunes Provisionales Bombeo y Especial,17
2013,41206, COLOMBIA,Areas Comunes Provisionales Bombeo y Especial,8
2013,41244, EL PITAL,Areas Comunes Provisionales Bombeo y Especial,13
2013,41298,Elias,Areas Comunes Provisionales Bombeo y Especial,4
2013,41306,Garzon,Areas Comunes Provisionales Bombeo y Especial,69
2013,41319, GIGANTE,Areas Comunes Provisionales Bombeo y Especial,25
2013,41349, GUADALUPE,Areas Comunes Provisionales Bombeo y Especial,8
2013,41357, HOBO,Areas Comunes Provisionales Bombeo y Especial,8
2013,41359, IQUIRA,Areas Comunes Provisionales Bombeo y Especial,15
2013,41378, ISNOS,Areas Comunes Provisionales Bombeo y Especial,44
2013,41396, LA ARGENTINA,Areas Comunes Provisionales Bombeo y Especial,9
2013,41483, LA PLATA,Areas Comunes Provisionales Bombeo y Especial,52
2013,41503,Nataga,Areas Comunes Provisionales Bombeo y Especial,6
2013,41518, OPORAPA,Areas Comunes Provisionales Bombeo y Especial,10
2013,41524, PAICOL,Areas Comunes Provisionales Bombeo y Especial,6
2013,41530, PALERMO,Areas Comunes Provisionales Bombeo y Especial,40
2013,41548, PALESTINA,Areas Comunes Provisionales Bombeo y Especial,39
2013,41551, PITALITO,Areas Comunes Provisionales Bombeo y Especial,162
2013,41615, RIVERA,Areas Comunes Provisionales Bombeo y Especial,29
2013,41660,Saladoblanco,Areas Comunes Provisionales Bombeo y Especial,14
2013,41668,San Agustin,Areas Comunes Provisionales Bombeo y Especial,64
2013,41676,Santa Maria,Areas Comunes Provisionales Bombeo y Especial,11
2013,41770, SUAZA,Areas Comunes Provisionales Bombeo y Especial,6
2013,41791, TARQUI,Areas Comunes Provisionales Bombeo y Especial,12
2013,41799, TELLO,Areas Comunes Provisionales Bombeo y Especial,17
2013,41801, TERUEL,Areas Comunes Provisionales Bombeo y Especial,4
2013,41797, TESALIA,Areas Comunes Provisionales Bombeo y Especial,8
2013,41807,Timana,Areas Comunes Provisionales Bombeo y Especial,32
2013,41872, VILLAVIEJA,Areas Comunes Provisionales Bombeo y Especial,20
2013,41885,Yaguara,Areas Comunes Provisionales Bombeo y Especial,19